"UMI_transID","UMI_cellID","target","CellId","pixel_x","pixel_y","idx_z","x","y","z","tLLR_maxCellType","score_tLLR_maxCellType","DecVal","SVM_class","SVM_cell_type"
"t_1_2_149350","c_1_2_2733","HLA-DRA",2733,773.4999,2528.744,6,220.229982,-3156.17392,4.8,"e",-3.03215204496956,0.434911110135211,"1","e"
"t_1_2_149352","c_1_2_2733","CD63",2733,800.6143,2529,6,225.110574,-3156.22,4.8,"e",-1.29633731920844,1.03810355915836,"1","e"
"t_1_2_149354","c_1_2_2659","MAP1LC3B",2659,1038.783,2529.1,6,267.98094,-3156.238,4.8,"e",-2.25692493424136,0.500477568749533,"1","e"
"t_1_2_149359","c_1_2_2659","RPL22",2659,1032.988,2529.963,6,266.93784,-3156.39334,4.8,"e",-0.723261368824319,1.00006480392135,"1","e"
"t_1_2_149367","c_1_2_2733","B2M",2733,804.9376,2530.65,6,225.888768,-3156.517,4.8,"e",-0.760298361278963,1.0079153317471,"1","e"
"t_1_2_149375","c_1_2_2733","VEGFB",2733,887.775,2531.375,6,240.7995,-3156.6475,4.8,"e",-0.257083838925454,0.99963090971225,"1","e"
"t_1_2_149387","c_1_2_2733","HLA-DPA1",2733,772.0375,2532.025,6,219.96675,-3156.7645,4.8,"e",-2.62134703558446,0.242959964525788,"1","e"
"t_1_2_149388","c_1_2_2733","RAC1",2733,802.975,2532.192,6,225.5355,-3156.79456,4.8,"e",-0.785549409972158,1.02536281197008,"1","e"
"t_1_2_149416","c_1_2_2733","B2M",2733,890.2166,2536.383,6,241.238988,-3157.54894,4.8,"e",-0.760298361278963,1.35446303720802,"1","e"
"t_1_2_149424","c_1_2_2733","HLA-C",2733,826.02,2536.74,6,229.6836,-3157.6132,4.8,"e",-1.19147033105972,1.20150712056738,"1","e"
"t_1_2_149428","c_1_2_2733","HLA-A",2733,791.0667,2536.95,6,223.392006,-3157.651,4.8,"e",-0.81524096451094,1.15157789605897,"1","e"
"t_1_2_149429","c_1_2_2733","MT2A",2733,887.5875,2537.312,6,240.76575,-3157.71616,4.8,"e",-0.988192187430357,0.950511932205367,"1","e"
"t_1_2_149430","c_1_2_2733","CD81",2733,799.4333,2537.222,6,224.897994,-3157.69996,4.8,"e",-1.29732082451444,1.13004477437807,"1","e"
"t_1_2_149431","c_1_2_2733","APOD",2733,820.9445,2537.456,6,228.77001,-3157.74208,4.8,"e",-2.92621869946705,0.636246912581543,"1","e"
"t_1_2_149451","c_1_2_2733","HLA-C",2733,832.0555,2540.278,6,230.76999,-3158.25004,4.8,"e",-1.19147033105972,1.11985901491167,"1","e"
"t_1_2_149466","c_1_2_2733","BST2",2733,859.1,2541.75,6,235.638,-3158.515,4.8,"e",-0.319726931008764,0.999889514983249,"1","e"
"t_1_2_149483","c_1_2_2733","VIM",2733,884.28,2543.66,6,240.1704,-3158.8588,4.8,"e",-2.21720275503733,0.764697724532441,"1","e"
"t_1_2_149502","c_1_2_2733","B2M",2733,862.1,2545.375,6,236.178,-3159.1675,4.8,"e",-0.760298361278963,0.928229809904164,"1","e"
"t_1_2_149505","c_1_2_2733","ANXA2",2733,784.0833,2545.533,6,222.134994,-3159.19594,4.8,"e",-1.23219813036013,0.760534827294388,"1","e"
"t_1_2_149510","c_1_2_2733","HSP90B1",2733,776.5833,2546.133,6,220.784994,-3159.30394,4.8,"e",-2.19681423975674,-0.322972236494453,"0","e"
"t_1_2_149535","c_1_2_2733","ERBB3",2733,779.1167,2548.167,6,221.241006,-3159.67006,4.8,"e",-2.56505632745568,-0.554466061087973,"0","e"
"t_1_2_149542","c_1_2_2733","CD59",2733,852.7333,2548.778,6,234.491994,-3159.78004,4.8,"e",-0.806139075366508,1.00002886585933,"1","e"
"t_1_2_149564","c_1_2_2733","B2M",2733,877.1833,2550.75,6,238.892994,-3160.135,4.8,"e",-0.760298361278963,1.00203341682891,"1","e"
"t_1_2_149581","c_1_2_2733","HBB",2733,771.3286,2552.086,6,219.839148,-3160.37548,4.8,"e",-1.99701195692015,-0.340946955869934,"0","e"
"t_1_2_149586","c_1_2_2733","B2M",2733,783.5714,2552.871,6,222.042852,-3160.51678,4.8,"e",-0.760298361278963,0.999858259174883,"1","e"
"t_1_2_149625","c_1_2_2733","CALM2",2733,873.3,2556.2,6,238.194,-3161.116,4.8,"e",-2.41110004984011,0.756196031552849,"1","e"
"t_1_2_149627","c_1_2_2733","ITGB5",2733,837.4111,2556.444,6,231.733998,-3161.15992,4.8,"e",-0.068292605874289,1.25272327592277,"1","e"
"t_1_2_149641","c_1_2_2733","VIM",2733,851.28,2557.78,6,234.2304,-3161.4004,4.8,"e",-2.21720275503733,0.698270946458988,"1","e"
"t_1_2_149668","c_1_2_2733","FN1",2733,792.5,2560.443,6,223.65,-3161.87974,4.8,"e",-0.554819473281333,1.09555109561386,"1","e"
"t_1_2_149703","c_1_2_2733","B2M",2733,774.92,2564.06,6,220.4856,-3162.5308,4.8,"e",-0.760298361278963,0.596853344719817,"1","e"
"t_1_2_149704","c_1_2_2733","TIMP1",2733,780.6,2564.2,6,221.508,-3162.556,4.8,"e",-1.02493281677908,0.999888803367029,"1","e"
"t_1_2_149707","c_1_2_2733","HSPB1",2733,851.7,2564.366,6,234.306,-3162.58588,4.8,"e",-0.796849357871107,0.937345419281022,"1","e"
"t_1_2_149750","c_1_2_2733","GDF15",2733,819.0715,2567.586,6,228.43287,-3163.16548,4.8,"e",-1.32179752492347,1.00001953473354,"1","e"
"t_1_2_149804","c_1_2_2733","RPL34",2733,783.0889,2574.033,6,221.956002,-3164.32594,4.8,"e",-0.638727105184303,1.04787227854835,"1","e"
"t_1_2_149805","c_1_2_2733","CCL3",2733,820.0429,2573.871,6,228.607722,-3164.29678,4.8,"e",-0.567924816187021,1.00028629539644,"1","e"
"t_1_2_149815","c_1_2_2733","HLA-B",2733,795.2667,2575.033,6,224.148006,-3164.50594,4.8,"e",-1.31591637617107,0.999944734163224,"1","e"
"t_1_2_149827","c_1_2_2733","C11orf96",2733,833.1166,2575.817,6,230.960988,-3164.64706,4.8,"e",-3.50846263973836,0.446334557159042,"1","e"
"t_1_2_149843","c_1_2_2733","B2M",2733,856.15,2576.675,6,235.107,-3164.8015,4.8,"e",-0.760298361278963,1.00000267819469,"1","e"
"t_1_2_149899","c_1_2_2733","CD274",2733,869.0125,2582.262,6,237.42225,-3165.80716,4.8,"e",-1.11367108897729,1.00027003349669,"1","e"
"t_1_2_149903","c_1_2_2733","CD74",2733,860.2599,2582.3,6,235.846782,-3165.814,4.8,"e",-3.63246071656441,0.22344415927711,"1","e"
"t_1_2_149983","c_1_2_2733","C1QB",2733,856.64,2589.34,6,235.1952,-3167.0812,4.8,"e",-1.43823756527937,0.999769638204302,"1","e"
"t_1_2_150002","c_1_2_2733","PSAP",2733,862.08,2590.787,6,236.1744,-3167.34166,4.8,"e",-1.52705998498712,0.999815980285162,"1","e"
"t_1_2_150008","c_1_2_2733","COL6A1",2733,802.1857,2591.629,6,225.393426,-3167.49322,4.8,"e",-1.62936799395964,0.999684893714644,"1","e"
"t_1_2_150067","c_1_2_2733","GDF15",2733,844.62,2596.26,6,233.0316,-3168.3268,4.8,"e",-1.32179752492347,1.00034391247156,"1","e"
"t_1_2_150242","c_1_2_2733","S100B",2733,831.45,2610.788,6,230.661,-3170.94184,4.8,"e",-0.527244912800253,0.807002955240799,"1","e"
"t_1_2_150259","c_1_2_2733","HLA-B",2733,813.94,2612.1,6,227.5092,-3171.178,4.8,"e",-1.31591637617107,1.055339721649,"1","e"
"t_1_2_150320","c_1_2_2733","APOD",2733,823.7286,2616.436,6,229.271148,-3171.95848,4.8,"e",-2.92621869946705,0.231552740603274,"1","e"
"t_1_2_150470","c_1_2_2733","GPX1",2733,838.22,2629.6,6,231.8796,-3174.328,4.8,"e",0,0.999788380483035,"1","e"
"t_1_2_150481","c_1_2_2733","VIM",2733,839.0571,2630.186,6,232.030278,-3174.43348,4.8,"e",-2.21720275503733,0.993347565192922,"1","e"
"t_1_2_150518","c_1_2_2733","MZT2A",2733,840.4333,2632.267,6,232.277994,-3174.80806,4.8,"e",-1.39001825857841,1.00017391092254,"1","e"
"t_1_2_159829","c_1_2_2659","BAX",2659,1028.04,2441.03,6,266.0472,-3140.3854,4.8,"e",0,-0.0803134678496726,"0","e"
"t_1_2_159832","c_1_2_2659","COL18A1",2659,1022.914,2441.486,6,265.12452,-3140.46748,4.8,"e",-2.78863883343918,0.345296482749752,"1","e"
"t_1_2_159838","c_1_2_2659","APOD",2659,1029.6,2442,6,266.328,-3140.56,4.8,"e",-2.92621869946705,-0.117234746702058,"0","e"
"t_1_2_159843","c_1_2_2659","HSP90B1",2659,1035.62,2441.827,6,267.4116,-3140.52886,4.8,"e",-2.19681423975674,0.0350235880368689,"1","e"
"t_1_2_159847","c_1_2_2659","VIM",2659,1029.96,2443.14,6,266.3928,-3140.7652,4.8,"e",-2.21720275503733,-0.0778534033250617,"0","e"
"t_1_2_159851","c_1_2_2659","APOD",2659,1020.5,2443.256,6,264.69,-3140.78608,4.8,"e",-2.92621869946705,0.774302490590189,"1","e"
"t_1_2_159854","c_1_2_2659","HLA-C",2659,1017.96,2444.2,6,264.2328,-3140.956,4.8,"e",-1.19147033105972,0.999957107392726,"1","e"
"t_1_2_159868","c_1_2_2659","ITGB1",2659,1030.25,2445.8,6,266.445,-3141.244,4.8,"e",-2.08214305402717,0.149006917451487,"1","e"
"t_1_2_159884","c_1_2_2659","TP53",2659,1020.958,2449.067,6,264.77244,-3141.83206,4.8,"e",-0.447350174246572,1.39723768191892,"1","e"
"t_1_2_159933","c_1_2_2659","CD44",2659,1027.14,2456.38,6,265.8852,-3143.1484,4.8,"e",-0.521071323871175,1.00002855103173,"1","e"
"t_1_2_159997","c_1_2_2659","CCND1",2659,1046.6,2466.12,6,269.388,-3144.9016,4.8,"e",-3.10608853174243,0.816361292546716,"1","e"
"t_1_2_160004","c_1_2_2659","CD63",2659,1057.122,2467.389,6,271.28196,-3145.13002,4.8,"e",-1.29633731920844,0.999564158872935,"1","e"
"t_1_2_160065","c_1_2_2659","CTNNB1",2659,1007.5,2477.2,6,262.35,-3146.896,4.8,"e",-0.679510253451087,1.08612176255341,"1","e"
"t_1_2_160076","c_1_2_2659","ITGA9",2659,1023.575,2479.267,6,265.2435,-3147.26806,4.8,"e",-1.9356373066328,1.05647007228281,"1","e"
"t_1_2_160089","c_1_2_2659","IGFBP6",2659,1060.075,2482.125,6,271.8135,-3147.7825,4.8,"e",0,1.05426618587916,"1","e"
"t_1_2_160112","c_1_2_2733","S100A10",2733,859.8666,2486.1,6,235.775988,-3148.498,4.8,"e",-1.11002422070301,1.32686011904384,"1","e"
"t_1_2_160115","c_1_2_2733","RPL22",2733,856.2857,2487.115,6,235.131426,-3148.6807,4.8,"e",-0.723261368824319,0.806374671311652,"1","e"
"t_1_2_160116","c_1_2_2659","IL1RAP",2659,1043.79,2486.95,6,268.8822,-3148.651,4.8,"e",-0.242506329829414,1.00012335842599,"1","e"
"t_1_2_160118","c_1_2_2659","S100A6",2659,1046.533,2487.217,6,269.37594,-3148.69906,4.8,"e",-2.21418061794464,0.932596240656825,"1","e"
"t_1_2_160120","c_1_2_2659","HLA-A",2659,1060.433,2487.367,6,271.87794,-3148.72606,4.8,"e",-0.81524096451094,1.16173678714355,"1","e"
"t_1_2_160130","c_1_2_2733","CCND1",2733,849.625,2488.625,6,233.9325,-3148.9525,4.8,"e",-3.10608853174243,-0.981623069956289,"0","e"
"t_1_2_160133","c_1_2_2659","NEAT1",2659,1023.1,2489.1,6,265.158,-3149.038,4.8,"e",-0.492345148800258,1.08990465155629,"1","e"
"t_1_2_160134","c_1_2_2659","ITGA3",2659,1057.867,2489.167,6,271.41606,-3149.05006,4.8,"e",-0.549100623765557,1.15203213495759,"1","e"
"t_1_2_160138","c_1_2_2733","YBX3",2733,858.72,2489.62,6,235.5696,-3149.1316,4.8,"e",-0.371688775417362,1.00000680627577,"1","e"
"t_1_2_160165","c_1_2_2659","FN1",2659,1056.925,2493.7,6,271.2465,-3149.866,4.8,"e",-0.554819473281333,1.02694613329049,"1","e"
"t_1_2_160175","c_1_2_2733","VIM",2733,844.7166,2495.6,6,233.048988,-3150.208,4.8,"e",-2.21720275503733,0.470334032147746,"1","e"
"t_1_2_160178","c_1_2_2733","CD44",2733,841.6777,2496.244,6,232.501986,-3150.32392,4.8,"e",-0.521071323871175,0.793203214701317,"1","e"
"t_1_2_160186","c_1_2_2659","NEAT1",2659,1023.04,2496.92,6,265.1472,-3150.4456,4.8,"e",-0.492345148800258,1.10594668434123,"1","e"
"t_1_2_160190","c_1_2_2659","APOD",2659,1059.62,2498.46,6,271.7316,-3150.7228,4.8,"e",-2.92621869946705,1.03529477187374,"1","e"
"t_1_2_160196","c_1_2_2733","HLA-B",2733,839.34,2500.04,6,232.0812,-3151.0072,4.8,"e",-1.31591637617107,1.17327538201761,"1","e"
"t_1_2_160199","c_1_2_2733","FN1",2733,843.3572,2501.171,6,232.804296,-3151.21078,4.8,"e",-0.554819473281333,1.25418808737793,"1","e"
"t_1_2_160206","c_1_2_2733","IL13RA1",2733,857.7199,2502.37,6,235.389582,-3151.4266,4.8,"e",0,0.999866273093431,"1","e"
"t_1_2_160213","c_1_2_2659","VIM",2659,1008.129,2504.357,6,262.46322,-3151.78426,4.8,"e",-2.21720275503733,0.810225670465394,"1","e"
"t_1_2_160215","c_1_2_2659","IGKC",2659,1020.86,2504.66,6,264.7548,-3151.8388,4.8,"e",-2.28963153014766,0.926020733460349,"1","e"
"t_1_2_160216","c_1_2_2733","B2M",2733,828.4,2504.928,6,230.112,-3151.88704,4.8,"e",-0.760298361278963,1.19737138626479,"1","e"
"t_1_2_160219","c_1_2_2733","HLA-A",2733,845.1667,2505.467,6,233.130006,-3151.98406,4.8,"e",-0.81524096451094,1.13730380796167,"1","e"
"t_1_2_160223","c_1_2_2659","MALAT1",2659,1048.062,2505.875,6,269.65116,-3152.0575,4.8,"e",-0.470154514681536,1.16927714166169,"1","e"
"t_1_2_160225","c_1_2_2733","HLA-B",2733,850.4167,2506.217,6,234.075006,-3152.11906,4.8,"e",-1.31591637617107,1.25953723915414,"1","e"
"t_1_2_160229","c_1_2_2733","HLA-A",2733,825.7599,2507.28,6,229.636782,-3152.3104,4.8,"e",-0.81524096451094,1.16030902624421,"1","e"
"t_1_2_160231","c_1_2_2733","S100B",2733,864.7833,2507.425,6,236.660994,-3152.3365,4.8,"e",-0.527244912800253,1.00020358090373,"1","e"
"t_1_2_160234","c_1_2_2733","HLA-C",2733,853.32,2508,6,234.5976,-3152.44,4.8,"e",-1.19147033105972,1.11399606766461,"1","e"
"t_1_2_160243","c_1_2_2733","RPL32",2733,828.275,2510.175,6,230.0895,-3152.8315,4.8,"e",0,1.15526014179193,"1","e"
"t_1_2_160245","c_1_2_2659","HLA-A",2659,1051.417,2510.233,6,270.25506,-3152.84194,4.8,"e",-0.81524096451094,1.07468105225068,"1","e"
"t_1_2_160246","c_1_2_2659","STAT6",2659,1031.371,2510.357,6,266.64678,-3152.86426,4.8,"e",-2.68931951633261,0.988712074181938,"1","e"
"t_1_2_160262","c_1_2_2733","PRSS2",2733,810.9333,2513.75,6,226.967994,-3153.475,4.8,"e",-0.353521917230443,0.991173340316857,"1","e"
"t_1_2_160263","c_1_2_2659","BMP3",2659,1009,2513.885,6,262.62,-3153.4993,4.8,"e",0,0.999708783153369,"1","e"
"t_1_2_160266","c_1_2_2659","SRC",2659,1044.875,2513.942,6,269.0775,-3153.50956,4.8,"e",-1.17659567716926,1.10754149132912,"1","e"
"t_1_2_160267","c_1_2_2733","VIM",2733,864.9625,2514.45,6,236.69325,-3153.601,4.8,"e",-2.21720275503733,0.670977274793656,"1","e"
"t_1_2_160271","c_1_2_2733","HSP90AB1",2733,819,2514.85,6,228.42,-3153.673,4.8,"e",-1.31290033684019,1.00081605596081,"1","e"
"t_1_2_160273","c_1_2_2733","IFITM3",2733,806.28,2514.72,6,226.1304,-3153.6496,4.8,"e",-2.09677363429544,0.719628351348807,"1","e"
"t_1_2_160280","c_1_2_2733","VIM",2733,865.0999,2515.433,6,236.717982,-3153.77794,4.8,"e",-2.21720275503733,0.595899233069093,"1","e"
"t_1_2_160285","c_1_2_2733","HSP90AB1",2733,819.5801,2515.92,6,228.524418,-3153.8656,4.8,"e",-1.31290033684019,1.00006062459974,"1","e"
"t_1_2_160287","c_1_2_2733","IFNGR2",2733,839.3112,2516.222,6,232.076016,-3153.91996,4.8,"e",0,0.999841628694658,"1","e"
"t_1_2_160289","c_1_2_2733","GPX1",2733,873.775,2516.525,6,238.2795,-3153.9745,4.8,"e",0,1.04324495359573,"1","e"
"t_1_2_160292","c_1_2_2733","RPL32",2733,797.7714,2517.115,6,224.598852,-3154.0807,4.8,"e",0,0.999779459960571,"1","e"
"t_1_2_160293","c_1_2_2733","CD3E",2733,777.72,2517.32,6,220.9896,-3154.1176,4.8,"e",-0.683151044784959,1.01199414864352,"1","e"
"t_1_2_160294","c_1_2_2733","HLA-DRB1",2733,764.98,2517.52,6,218.6964,-3154.1536,4.8,"e",-1.04858611878805,0.902267929840225,"1","e"
"t_1_2_160299","c_1_2_2733","S100A4",2733,815.0714,2518.129,6,227.712852,-3154.26322,4.8,"e",-0.255781672893349,1.00925320117065,"1","e"
"t_1_2_160302","c_1_2_2659","GZMH",2659,1038.7,2518.483,6,267.966,-3154.32694,4.8,"e",-0.39543527376375,1.22403931824971,"1","e"
"t_1_2_160304","c_1_2_2733","S100A10",2733,782.3636,2519.191,6,221.825448,-3154.45438,4.8,"e",-1.11002422070301,0.889112966307498,"1","e"
"t_1_2_160306","c_1_2_2733","HDAC3",2733,766.02,2519.58,6,218.8836,-3154.5244,4.8,"e",-2.46123025962312,0.900432704225476,"1","e"
"t_1_2_160307","c_1_2_2733","CD63",2733,819.0699,2519.72,6,228.432582,-3154.5496,4.8,"e",-1.29633731920844,1.02446038721007,"1","e"
"t_1_2_160310","c_1_2_2659","LGALS3",2659,1013.717,2519.733,6,263.46906,-3154.55194,4.8,"e",-0.133872654578574,0.75905966598747,"1","e"
"t_1_2_160313","c_1_2_2733","HSP90AA1",2733,817.78,2520.187,6,228.2004,-3154.63366,4.8,"e",-1.07120754790237,1.0354867418024,"1","e"
"t_1_2_160317","c_1_2_2733","CD44",2733,825.6901,2520.93,6,229.624218,-3154.7674,4.8,"e",-0.521071323871175,1.02528040288372,"1","e"
"t_1_2_160319","c_1_2_2733","S100A6",2733,804.62,2521.64,6,225.8316,-3154.8952,4.8,"e",-2.21418061794464,0.899347649720661,"1","e"
"t_1_2_160320","c_1_2_2733","LGALS3",2733,879.15,2521.375,6,239.247,-3154.8475,4.8,"e",-0.133872654578574,1.00046256719906,"1","e"
"t_1_2_160331","c_1_2_2659","HLA-B",2659,1045.992,2522.508,6,269.27856,-3155.05144,4.8,"e",-1.31591637617107,0.999975157310253,"1","e"
"t_1_2_160337","c_1_2_2733","CDKN1A",2733,870.5399,2524,6,237.697182,-3155.32,4.8,"e",-2.05560306245318,0.821881366944626,"1","e"
"t_1_2_160339","c_1_2_2733","HSP90AB1",2733,872.2601,2524.1,6,238.006818,-3155.338,4.8,"e",-1.31290033684019,0.929116925086365,"1","e"
"t_1_2_160344","c_1_2_2733","HSP90AB1",2733,872.6859,2524.757,6,238.083462,-3155.45626,4.8,"e",-1.31290033684019,0.999700548164261,"1","e"
"t_1_2_160354","c_1_2_2659","LGALS3",2659,1039.557,2525.971,6,268.12026,-3155.67478,4.8,"e",-0.133872654578574,0.709755478092619,"1","e"
"t_1_2_160355","c_1_2_2733","RPL21",2733,889.58,2526.42,6,241.1244,-3155.7556,4.8,"e",-1.35087678770253,1.18088196437388,"1","e"
"t_1_2_160365","c_1_2_2733","RGS1",2733,767.44,2528.8,6,219.1392,-3156.184,4.8,"e",-0.933977243670932,0.911996232787143,"1","e"
"t_1_2_160370","c_1_2_2733","SEC61G",2733,857.3199,2529.92,6,235.317582,-3156.3856,4.8,"e",0,0.999922696679815,"1","e"
"t_1_2_160371","c_1_2_2733","B2M",2733,874.7667,2529.633,6,238.458006,-3156.33394,4.8,"e",-0.760298361278963,0.982181523176322,"1","e"
"t_1_2_160388","c_1_2_2733","VIM",2733,851.7,2532.114,6,234.306,-3156.78052,4.8,"e",-2.21720275503733,0.990197148458645,"1","e"
"t_1_2_160394","c_1_2_2733","S100A6",2733,879.4889,2533.122,6,239.308002,-3156.96196,4.8,"e",-2.21418061794464,0.1192850648143,"1","e"
"t_1_2_160400","c_1_2_2733","HLA-DRA",2733,771.02,2533.86,6,219.7836,-3157.0948,4.8,"e",-3.03215204496956,0.296886109836051,"1","e"
"t_1_2_160404","c_1_2_2733","ITGAV",2733,817.1625,2535.287,6,228.08925,-3157.35166,4.8,"e",-3.24656051012243,0.534515657396525,"1","e"
"t_1_2_160408","c_1_2_2733","IGFBP7",2733,870.575,2535.775,6,237.7035,-3157.4395,4.8,"e",-2.26307157008211,0.865031517093482,"1","e"
"t_1_2_160409","c_1_2_2733","CD59",2733,889.7856,2535.757,6,241.161408,-3157.43626,4.8,"e",-0.806139075366508,1.30403650021745,"1","e"
"t_1_2_160414","c_1_2_2733","ITGB1",2733,863.87,2537.28,6,236.4966,-3157.7104,4.8,"e",-2.08214305402717,0.853271688856878,"1","e"
"t_1_2_160424","c_1_2_2733","COL6A2",2733,888.28,2538.74,6,240.8904,-3157.9732,4.8,"e",-1.89253045821496,1.08642357470119,"1","e"
"t_1_2_160430","c_1_2_2733","KRT15",2733,807.9571,2539.5,6,226.432278,-3158.11,4.8,"e",-0.205908859733625,1.12441161845863,"1","e"
"t_1_2_160449","c_1_2_2733","RGS1",2733,849.86,2542.76,6,233.9748,-3158.6968,4.8,"e",-0.933977243670932,0.999548176330848,"1","e"
"t_1_2_160456","c_1_2_2733","B2M",2733,872.325,2544.25,6,238.0185,-3158.965,4.8,"e",-0.760298361278963,1.11564340835186,"1","e"
"t_1_2_160461","c_1_2_2733","HLA-C",2733,806.65,2544.475,6,226.197,-3159.0055,4.8,"e",-1.19147033105972,1.10598299116937,"1","e"
"t_1_2_160476","c_1_2_2733","TNFRSF14",2733,779.8223,2546.8,6,221.368014,-3159.424,4.8,"e",-2.52862640226527,-0.226234637791925,"0","e"
"t_1_2_160499","c_1_2_2733","C11orf96",2733,870.2455,2551.818,6,237.64419,-3160.32724,4.8,"e",-3.50846263973836,0.95116914207689,"1","e"
"t_1_2_160506","c_1_2_2733","B2M",2733,872.2834,2552.95,6,238.011012,-3160.531,4.8,"e",-0.760298361278963,0.951681364193392,"1","e"
"t_1_2_160520","c_1_2_2733","TLR1",2733,766,2555.467,6,218.88,-3160.98406,4.8,"e",0,1.00027297026656,"1","e"
"t_1_2_160549","c_1_2_2733","TNFRSF10B",2733,832.32,2561.92,6,230.8176,-3162.1456,4.8,"e",-0.0649643928012091,1.19282229807008,"1","e"
"t_1_2_160582","c_1_2_2733","RPL37",2733,851.5399,2568.02,6,234.277182,-3163.2436,4.8,"e",-0.877090810375356,1.16654477722389,"1","e"
"t_1_2_160614","c_1_2_2733","SPP1",2733,786.1,2574.117,6,222.498,-3164.34106,4.8,"e",-1.87167353693937,1.05829627947793,"1","e"
"t_1_2_160617","c_1_2_2733","VIM",2733,862.1285,2574.372,6,236.18313,-3164.38696,4.8,"e",-2.21720275503733,0.777558503119483,"1","e"
"t_1_2_160722","c_1_2_2733","VIM",2733,806.46,2591.1,6,226.1628,-3167.398,4.8,"e",-2.21720275503733,0.944547265376133,"1","e"
"t_1_2_160730","c_1_2_2733","IL22RA1",2733,803.38,2592.12,6,225.6084,-3167.5816,4.8,"e",-0.783126237618411,0.984186675051316,"1","e"
"t_1_2_160746","c_1_2_2733","RPL34",2733,794.2428,2593.614,6,223.963704,-3167.85052,4.8,"e",-0.638727105184303,1.0356414091753,"1","e"
"t_1_2_160804","c_1_2_2733","ITGA5",2733,807.7875,2600.212,6,226.40175,-3169.03816,4.8,"e",-1.16392878572792,0.999560981807321,"1","e"
"t_1_2_160807","c_1_2_2733","MZB1",2733,848.88,2600.6,6,233.7984,-3169.108,4.8,"e",-3.70480675393319,0.918048332623624,"1","e"
"t_1_2_160811","c_1_2_2733","S100A4",2733,846.3167,2601.1,6,233.337006,-3169.198,4.8,"e",-0.255781672893349,0.999767300044086,"1","e"
"t_1_2_160875","c_1_2_2733","TUBB",2733,843.2599,2609.36,6,232.786782,-3170.6848,4.8,"e",0,1.00045724504236,"1","e"
"t_1_2_161957","c_1_2_2733","CD74",2733,802.625,2510.85,8,225.4725,-3152.953,6.4,"e",-3.63246071656441,-0.240738235517793,"0","e"
"t_1_2_161960","c_1_2_2733","HLA-A",2733,864.65,2530.625,8,236.637,-3156.5125,6.4,"e",-0.81524096451094,0.999995744800107,"1","e"
"t_1_2_161963","c_1_2_2733","HLA-A",2733,839.275,2570.625,8,232.0695,-3163.7125,6.4,"e",-0.81524096451094,0.999695747850779,"1","e"
"t_1_2_161966","c_1_2_2733","CD74",2733,864.14,2586.6,8,236.5452,-3166.588,6.4,"e",-3.63246071656441,-0.662562947633992,"0","e"
"t_1_2_166425","c_1_2_2659","CD34",2659,1025,2447.05,1,265.5,-3141.469,0.8,"e",-1.78732208499005,-0.839869670087558,"0","e"
"t_1_2_166529","c_1_2_2659","FN1",2659,1007.083,2472.917,1,262.27494,-3146.12506,0.8,"e",-0.554819473281333,1.048059640252,"1","e"
"t_1_2_166535","c_1_2_2659","S100A6",2659,1014.96,2474.84,1,263.6928,-3146.4712,0.8,"e",-2.21418061794464,0.993225891888659,"1","e"
"t_1_2_166541","c_1_2_2659","CD68",2659,1015,2476.6,1,263.7,-3146.788,0.8,"e",-1.03777978449056,1.01534789514003,"1","e"
"t_1_2_166542","c_1_2_2659","IL6ST",2659,1037.167,2476.65,1,267.69006,-3146.797,0.8,"e",0,1.15385343217813,"1","e"
"t_1_2_166567","c_1_2_2659","HLA-A",2659,1036.4,2481.629,1,267.552,-3147.69322,0.8,"e",-0.81524096451094,0.999991248700803,"1","e"
"t_1_2_166599","c_1_2_2659","NEAT1",2659,1036.1,2490.366,1,267.498,-3149.26588,0.8,"e",-0.492345148800258,1.05481023173415,"1","e"
"t_1_2_166606","c_1_2_2659","SEC23A",2659,1015.175,2492.05,1,263.7315,-3149.569,0.8,"e",-0.0785279295532932,1.03222320013305,"1","e"
"t_1_2_166611","c_1_2_2659","FN1",2659,1024,2494.486,1,265.32,-3150.00748,0.8,"e",-0.554819473281333,1.00002463141154,"1","e"
"t_1_2_166629","c_1_2_2659","RPL21",2659,1020.05,2500.312,1,264.609,-3151.05616,0.8,"e",-1.35087678770253,0.999773617020599,"1","e"
"t_1_2_166634","c_1_2_2659","ADGRG5",2659,1030.36,2501.8,1,266.4648,-3151.324,0.8,"e",-1.96139121865591,1.00044078172572,"1","e"
"t_1_2_166650","c_1_2_2733","VIM",2733,841.5499,2507.5,1,232.478982,-3152.35,0.8,"e",-2.21720275503733,-0.200264088590752,"0","e"
"t_1_2_166655","c_1_2_2733","TIMP1",2733,837.3428,2508.414,1,231.721704,-3152.51452,0.8,"e",-1.02493281677908,0.0915369165509167,"1","e"
"t_1_2_166671","c_1_2_2733","S100A6",2733,852.5875,2513.125,1,234.46575,-3153.3625,0.8,"e",-2.21418061794464,0.978951579411023,"1","e"
"t_1_2_166674","c_1_2_2733","B2M",2733,806.95,2513.366,1,226.251,-3153.40588,0.8,"e",-0.760298361278963,0.999748726179327,"1","e"
"t_1_2_166680","c_1_2_2733","HLA-E",2733,799.6249,2516.775,1,224.932482,-3154.0195,0.8,"e",-2.17897753013051,0.951169405968562,"1","e"
